siteid,fluxnetid,countryid,land_unit,status,latitude,longitude,year_began,koeppen_climate,gtopo30_elevation,igbp_land_use,
2609,CN-Xi2,China,Asia,Active,43.55277778,116.6713889,,Dwb - Snow dry winter warm summer,1259,Grasslands,
2610,ID-Pag,Indonesia,Asia,Active,-2.345,114.0363889,2002,Af - Equatorial rainforest," fully humid""""",52,Evergreen Broadleaf Forest
2611,JP-Mas,Japan,Asia,Active,36.053972,140.026917,1999,Cfa - Warm temperate fully humid with hot summer,19,Woody Savannas,
2612,SE-Abi,Sweden,Europe,Active,68.3624,18.7948,2005,ET - Polar tundra,353,Woody Savannas,
2613,US-Bn1,United States,North America,Active,63.8881,-145.7394,2003,Dfc - Snow fully humid cool summer,388,Evergreen Needleleaf Forest,
2614,US-Bn2,United States,North America,Active,63.9178,-145.3731,2003,Dsc - Snow dry," cool summer""""",388,Mixed Forests
2615,US-Bn3,United States,North America,Active,63.9217,-145.7456,2003,Dfc - Snow fully humid cool summer,465,Woody Savannas,
2616,BW-GhG,Botswana,Africa,Inactive,-21.51,21.74,2003,BSh - Arid Steppe hot,1161,Grasslands,
2617,SE-Faj,Sweden,Europe,Active,56.26546944,13.55351389,2005,Cfb - Warm temperate fully humid with warm summer,150,Evergreen Needleleaf Forest,
2618,ES-Amo,Spain,Europe,Active,36.833608,-2.252318,2007,BSk - Arid Steppe cold,53,Closed Shrublands,
2619,CA-WP3,Canada,North America,Inactive,54.47,-113.32,2004,Dfb - Snow fully humid warm summer,581,Mixed Forests,
2620,RU-Zfw,Russia,Asia,Active,60.75,89.3833,1998,Dfc - Snow fully humid cool summer,88,Evergreen Needleleaf Forest,
2621,RU-Zbo,Russia,Asia,Active,60.75,89.3833,1998,Dfc - Snow fully humid cool summer,88,Evergreen Needleleaf Forest,
2623,ES-Agu,Spain,Europe,Active,36.940046,-2.033208,2006,BSk - Arid Steppe cold,195,Closed Shrublands,
2626,IE-CLa,Ireland,Europe,Active,52.95,-7.25,2004,Cfb - Warm temperate fully humid with warm summer,140,Mixed Forests,
2627,CZ-BK2,Czech Republic,Europe,Active,49.49443,18.54285,2004,Dfb - Snow fully humid warm summer,837,Mixed Forests,
2628,CZ-wet,Czech Republic,Europe,Active,49.02465,14.77035,2004,Cfb - Warm temperate fully humid with warm summer,425,Croplands,
2629,FR-Lq2,France,Europe,Active,45.63919444,2.737027778,2002,Cfb - Warm temperate fully humid with warm summer,1081,Croplands,
2630,NL-Haa,Netherlands,Europe,Inactive,52.0036111,4.80555556,2003,Cfb - Warm temperate fully humid with warm summer,1,Croplands,
2631,NL-Lan,Netherlands,Europe,Inactive,51.95360184,4.902900219,2005,Cfb - Warm temperate fully humid with warm summer,1,Croplands,
2632,NL-Mol,Netherlands,Europe,Active,51.65,4.63908333,2005,Cfb - Warm temperate fully humid with warm summer,1,Croplands,
2633,IT-Noe,Italy,Europe,Active,40.60613,8.15146,2004, ,-4315,Woody Savannas,
2634,NL-Vre,Netherlands,Europe,Inactive,51.53166667,5.844111111,2006,Cfb - Warm temperate fully humid with warm summer,28,Cropland/Natural Vegetation Mosaic,
2636,SK-Tat,Slovakia,Europe,Active,49.1207778,20.1635,2005,Dfc - Snow fully humid cool summer,980,Croplands,
2637,NL-Lut,Netherlands,Europe,Inactive,53.39892222,6.356027778,2006,Cfb - Warm temperate fully humid with warm summer,1,Croplands,
2642,US-ARb,United States,North America,Inactive,35.54974,-98.04023,2005,Cfa - Warm temperate fully humid with hot summer,421,Croplands,
2643,US-ARc,United States,North America,Inactive,35.54649,-98.04006,2005,Cfa - Warm temperate fully humid with hot summer,424,Grasslands,
2644,BW-GhM,Botswana,Africa,Inactive,-21.2,21.75,2003,BSh - Arid Steppe hot,1139,Savannas,
2645,ZM-Mkt,Zambia,Africa,Inactive,-15.438,23.253,2000,Aw - Equatorial savannah with dry winter,1093,Savannas,
2646,BW-Mkt,Botswana,Africa,Inactive,-19.923,23.594,2000,BSh - Arid Steppe hot,929,Savannas,
2648,FI-Sii,Finland,Europe,Active,61.83268333,24.19278333,2004,Dfc - Snow fully humid cool summer,173,Evergreen Needleleaf Forest,
2649,DE-Har,Germany,Europe,Active,47.9344,7.601,,Cfb - Warm temperate fully humid with warm summer,201,Mixed Forests,
2657,CG-Hin,Congo - Kinshasa,Africa,Inactive,-4.68111111,12.0036111,2001,Aw - Equatorial savannah with dry winter,29,Cropland/Natural Vegetation Mosaic,
2658,CG-Kis,Congo - Kinshasa,Africa,Inactive,-4.791388889,11.98222222,2004,Aw - Equatorial savannah with dry winter,19,Cropland/Natural Vegetation Mosaic,
2661,GH-Ank,Ghana,Africa,Active,5.26854275,-2.69420592,2008,Am - Equatorial monsoon,76,Evergreen Broadleaf Forest,
2683,JP-Tef,Japan,Asia,Active,45.056339,142.106203,2001,Dfb - Snow fully humid warm summer,82,Mixed Forests,
2685,ML-AgG,Mali,Africa,Active,15.34322,-1.48067,2005,BWh - Arid desert hot,291,Grasslands,
2686,ML-AgS,Mali,Africa,Active,15.49961667,1.390083333,2006,BWh - Arid desert hot,307,Open Shrublands,
2687,ML-Bam,Mali,Africa,Active,17.09838,1.4011655,2005,BWh - Arid desert hot,240,Barren or Sparsely Vegetated,
2689,NE-WaF,Niger,Africa,Active,13.64758138,2.63368891,2005,BSh - Arid Steppe hot,235,Grasslands,
2690,NE-WaM,Niger,Africa,Active,13.644017,2.62984816,2005,BSh - Arid Steppe hot,243,Grasslands,
2694,ZA-Kru,South Africa,Africa,Active,-25.0197,31.4969,2000,BSh - Arid Steppe hot,357,Savannas,
2697,US-SCc,United States,North America,Active,33.609444,-116.450556,2006,BWh - Arid desert hot,1294,Open Shrublands,
2698,US-SCd,United States,North America,Active,33.6528,-116.3725,2006,BWh - Arid desert hot,297,Open Shrublands,
2699,US-SCg,United States,North America,Active,33.736389,-117.694722,2006,Csa - Warm temperate with dry," hot summer""""",445,Closed Shrublands
2700,US-SCs,United States,North America,Active,33.734167,-117.696111,2006,Csa - Warm temperate with dry," hot summer""""",457,Closed Shrublands
2701,US-SCf,United States,North America,Active,33.808056,-116.771667,2006,Csa - Warm temperate with dry," hot summer""""",1736,Woody Savannas
2702,US-SCw,United States,North America,Active,33.604722,-116.452667,2006,BWh - Arid desert hot,1276,Open Shrublands,
2703,US-SJ1,United States,North America,Active,33.66,-117.85,1998,BSk - Arid Steppe cold,5,Closed Shrublands,
2704,US-SJ2,United States,North America,Active,33.66,-117.85,2003,BSk - Arid Steppe cold,5,Closed Shrublands,
2706,US-Elm,United States,North America,Active,25.5519,-80.7826,2008,Aw - Equatorial savannah with dry winter,1,Permanent Wetlands,
2707,US-Esm,United States,North America,Active,25.4379,-80.5946,2007,Aw - Equatorial savannah with dry winter,1,Permanent Wetlands,
2709,US-KCM,United States,North America,Active,44.688611,-93.072778,2007,Dfa - Snow with fully humid hot summer,291,Croplands,
2710,US-Seg,United States,North America,Active,34.36233,-106.70195,2006,BSk - Arid Steppe cold,1589,Grasslands,
2711,US-Ses,United States,North America,Active,34.334944,-106.744167,2006,BSk - Arid Steppe cold,1583,Grasslands,
2712,US-Wjs,United States,North America,Active,34.425489,-105.861545,2007,BSk - Arid Steppe cold,1923,Grasslands,
2713,US-Mpj,United States,North America,Active,34.43845,-106.237694,2007,BSk - Arid Steppe cold,2182,Closed Shrublands,
2714,US-Vcp,United States,North America,Active,35.86236,-106.59743,2006,Cfb - Warm temperate fully humid with warm summer,2533,Woody Savannas,
2715,US-Vcm,United States,North America,Active,35.888447,-106.532114,2006,Cfb - Warm temperate fully humid with warm summer,3004,Evergreen Needleleaf Forest,
2716,US-Ctn,United States,North America,Active,43.94995,-101.84661,2006,BSk - Arid Steppe cold,746,Grasslands,
2719,US-Ylw,United States,North America,Inactive,29.789539,-95.3534278,2008,Cfa - Warm temperate fully humid with hot summer,15,Urban and Built-Up,
2754,US-SRC,United States,North America,Active,31.908312,-110.83948,2008,BSk - Arid Steppe cold,984,Open Shrublands,
2755,US-SFP,United States,North America,Active,43.2408,-96.902,2007,Dfa - Snow with fully humid hot summer,387,Croplands,
2791,AU-Drg,Australia,Australia/Oceania,Active,-37.1334,147.171,2007,Cfb - Warm temperate fully humid with warm summer,1309,Closed Shrublands,
2792,AU-Nim,Australia,Australia/Oceania,Active,-36.2159,148.5525,2007,Cfb - Warm temperate fully humid with warm summer,1247,Grasslands,
2793,BF-Bon,Burkina Faso,Africa,Inactive,10.865556,-3.072778,2004,Aw - Equatorial savannah with dry winter,289,Savannas,
2794,BF-Btd,Burkina Faso,Africa,Active,12.46,-1.25,2008,BSh - Arid Steppe hot,281,Cropland/Natural Vegetation Mosaic,
2795,UG-Jin,Uganda,Africa,Active,0.4,33.18333333,2003,Af - Equatorial rainforest," fully humid""""",1156,Cropland/Natural Vegetation Mosaic
2796,ML-Kem,Mali,Africa,Active,15.2237,-1.5662,2005,BWh - Arid desert hot,265,Cropland/Natural Vegetation Mosaic,
2797,ZA-Map,South Africa,Africa,Active,-23.83254,31.21436,2008,BSh - Arid Steppe hot,364,Savannas,
2798,BJ-Nan,Benin,Africa,Active,9.646983333,1.740883333,2005,Aw - Equatorial savannah with dry winter,397,Savannas,
2799,US-Cop,United States,North America,Inactive,38.09,-109.39,2001,BSk - Arid Steppe cold,1925,Grasslands,
2800,US-SCm,United States,North America,Active,37.06778,-119.19444,2008,Csb - Warm temperate with dry," warm summer""""",1951,Evergreen Needleleaf Forest
2810,CN-Lao,China,Asia,Active,45.278611,127.578389,2002,Dwb - Snow dry winter warm summer,,Mixed Forests,
2811,CN-Xg1,China,Asia,Active,44.134167,116.328611,2003,BSk - Arid Steppe cold,,Grasslands,
2812,CN-Xg2,China,Asia,Active,44.088889,113.574167,2007,BSk - Arid Steppe cold,,Grasslands,
2813,CN-Jnz,China,Asia,Active,41.816667,121.2,2004,Dwa - Snow dry winter hot summer,,Croplands,
2814,CN-Pa1,China,Asia,Active,41.14,121.911667,2004,Dwa - Snow dry winter hot summer,,Cropland/Natural Vegetation Mosaic,
2815,CN-Pa2,China,Asia,Active,41.145,121.915,2004,Dwa - Snow dry winter hot summer,,Cropland/Natural Vegetation Mosaic,
2820,CN-Huz,China,Asia,Active,51.47,123.01,2006,Dwc - Snow dry winter cool summer,,Mixed Forests,
2821,CN-Dax,China,Asia,Active,50.83,121.56,2007,Dwc - Snow dry winter cool summer,,Deciduous Needleleaf Forest,
2822,CN-Mao,China,Asia,Active,45.38,127.53,2007,Dwb - Snow dry winter warm summer,,Deciduous Broadleaf Forest,
2823,CN-Dag,China,Asia,Active,27.585278,114.565556,,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
2824,CN-Ail,China,Asia,Active,24.538056,101.028889,2004,Cwb - Warm temperate with dry winter and warm summer,,Evergreen Needleleaf Forest,
2825,CN-Maq,China,Asia,Active,37.88,102.15,2005,BSk - Arid Steppe cold,,Grasslands,
2826,CN-Lan,China,Asia,Active,39.6,116.58,,Dwa - Snow dry winter hot summer,,Croplands,
2827,CN-Lua,China,Asia,Active,37.88,114.68,,BSk - Arid Steppe cold,,Urban and Built-Up,
2828,CN-Dez,China,Asia,Active,37.33,116.48,,Cwa - Warm temperate with dry winter and hot summer,,Croplands,
2830,CN-Luo,China,Asia,Active,34.63,112.46,,Cwa - Warm temperate with dry winter and hot summer,,Urban and Built-Up,
2831,CN-Tao,China,Asia,Active,28.91,111.5,,Cfa - Warm temperate fully humid with hot summer,,Cropland/Natural Vegetation Mosaic,
2832,US-ICt,United States,North America,Active,68.606,-149.304,2007,Dfc - Snow fully humid cool summer,,Open Shrublands,
2833,CN-Da2,China,Asia,Active,27.585556,114.565278,,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
2834,CN-Da3,China,Asia,Active,27.582778,114.566389,,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
2835,CN-Ha2,China,Asia,Active,37.665278,101.331111,2002,ET - Polar tundra,,Grasslands,
2836,CN-Ha3,China,Asia,Active,37.608611,101.326944,2002,ET - Polar tundra,,Grasslands,
2837,US-ICh,United States,North America,Active,68.607,-149.296,2007,Dfc - Snow fully humid cool summer,,Open Shrublands,
2838,US-ICs,United States,North America,Active,68.606,-149.311,2007,Dfc - Snow fully humid cool summer,,Open Shrublands,
2840,CA-Qc2,Canada,North America,Inactive,49.75984,-74.5711,2007,Dfc - Snow fully humid cool summer,,Mixed Forests,
2842,US-Me6,United States,North America,Active,44.3232,-121.6043,2010,Csb - Warm temperate with dry," warm summer""""",,Woody Savannas
2844,CH-Aws,Switzerland,Europe,Active,46.583306,9.790417,2006,ET - Polar tundra,,Evergreen Needleleaf Forest,
2845,US-UMd,United States,North America,Active,45.5625,-84.6975,2007,Dfb - Snow fully humid warm summer,,Mixed Forests,
2846,US-ORv,United States,North America,Active,40.0201,-83.0183,2011,Dfa - Snow with fully humid hot summer,,Urban and Built-Up,
2847,US-SdH,United States,North America,Active,42.0693,-101.4072,2004,Dfa - Snow with fully humid hot summer,,Grasslands,
2848,US-AR1,United States,North America,Active,36.4267,-99.42,2009,Cfa - Warm temperate fully humid with hot summer,,Grasslands,
2849,US-AR2,United States,North America,Active,36.6358,-99.5975,2009,Cfa - Warm temperate fully humid with hot summer,,Grasslands,
2850,US-Myb,United States,North America,Active,38.0498,-121.7651,2010,Csb - Warm temperate with dry," warm summer""""",,Woody Savannas
2851,US-Twt,United States,North America,Active,38.1055,-121.6521,2010,Csa - Warm temperate with dry," hot summer""""",,Croplands
4089,IT-Cng,Italy,Europe,Inactive,44.71,11.53,2012,Cfa - Warm temperate fully humid with hot summer,,Croplands,
2852,US-Akn,United States,North America,Active,33.3833,-81.5656,2011,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
2853,US-An1,United States,North America,Active,68.99,-150.28,2008,Dfc - Snow fully humid cool summer,,Open Shrublands,
2854,US-An2,United States,North America,Active,68.95,-150.21,2008,Dfc - Snow fully humid cool summer,,Open Shrublands,
2855,US-An3,United States,North America,Active,68.93,-150.27,2008,Dfc - Snow fully humid cool summer,,Open Shrublands,
2856,AU-Ade,Australia,Australia/Oceania,Inactive,-13.0769,131.1178,2007,Aw - Equatorial savannah with dry winter,,Savannas,
2857,AU-Dry,Australia,Australia/Oceania,Active,-15.2588,132.3706,2008,Aw - Equatorial savannah with dry winter,,Savannas,
2858,AU-Stp,Australia,Australia/Oceania,Active,-17.1508,133.3503,2008,BSh - Arid Steppe hot,,Grasslands,
2859,AU-Wom,Australia,Australia/Oceania,Active,-37.4222,144.0944,2010,Cfb - Warm temperate fully humid with warm summer,,Evergreen Broadleaf Forest,
2860,JP-SMF,Japan,Asia,Inactive,35.25,137.0667,2002,Cfa - Warm temperate fully humid with hot summer,,Croplands,
2861,JP-MBF,Japan,Asia,Inactive,44.3842,142.3186,2003,Dfb - Snow fully humid warm summer,,Mixed Forests,
2862,JP-MMF,Japan,Asia,Inactive,44.3219,142.2614,2003,Dfb - Snow fully humid warm summer,,Mixed Forests,
2863,CN-Du3,China,Asia,Active,42.0551,116.281,2009,Dwb - Snow dry winter warm summer,,Grasslands,
2864,CN-Du4,China,Asia,Active,42.0415,116.286,2009,Dwb - Snow dry winter warm summer,,Grasslands,
2865,US-KUT,United States,North America,Active,44.995,-93.4863,2005,Dfb - Snow fully humid warm summer,,Urban and Built-Up,
2866,JP-YMS,Japan,Asia,Active,34.7948,135.8462,,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
2867,US-Dia,United States,North America,Active,37.6773,-121.5296,2010,Csb - Warm temperate with dry," warm summer""""",,Grasslands
2869,MX-Tes,Mexico,North America,Active,27.84,-109.3,2004,BSh - Arid Steppe hot,,Woody Savannas,
2870,MX-Ray,Mexico,North America,Active,29.74,-110.53,2004,BSh - Arid Steppe hot,,Open Shrublands,
2871,MX-EMg,Mexico,North America,Active,32.0302,-116.6042,2008,BSk - Arid Steppe cold,,Closed Shrublands,
2872,MX-Loc,Mexico,North America,Active,29.96,-110.46,2008,BSh - Arid Steppe hot,,Open Shrublands,
2873,MX-Oju,Mexico,North America,Active,21.799,-101.61,2010,BSk - Arid Steppe cold,,Open Shrublands,
2874,MX-Ato,Mexico,North America,Active,20.613779,-98.594097,2012,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
2875,MX-Col,Mexico,North America,Active,28.7,-110.54,2011,BSh - Arid Steppe hot,,Open Shrublands,
2876,MX-Esc,Mexico,North America,Inactive,19.404161,-99.176131,2006,Cwb - Warm temperate with dry winter and warm summer,,Urban and Built-Up,
2877,MX-Kax,Mexico,North America,Active,20.09285,-89.56376,2011,Aw - Equatorial savannah with dry winter,,Deciduous Broadleaf Forest,
2878,DK-NuF,Denmark,Europe,Active,64.13083333,-51.38611111,2008,ET - Polar tundra,,Open Shrublands,
2879,DK-ZaF,Denmark,Europe,Active,74.481433,-20.554517,2007,ET - Polar tundra,,Open Shrublands,
2880,DK-ZaH,Denmark,Europe,Active,74.4732,-20.5503,2000,ET - Polar tundra,,Open Shrublands,
2881,NZ-Kop,New Zealand,Australia/Oceania,Active,-37.387917,175.553889,2011,Cfb - Warm temperate fully humid with warm summer,,Evergreen Broadleaf Forest,
2900,CL-ACP,Chile,South America,Active,-40.172267,-73.445203,2014,Cfb - Warm temperate fully humid with warm summer,,Evergreen Broadleaf Forest,
4000,AT-Fue,Austria,Europe,Inactive,47.367374,11.854709,2005,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4001,AT-Hnb,Austria,Europe,Inactive,47.803333,13.591389,2011,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4002,AT-Rtz,Austria,Europe,Inactive,47.39472222,11.80472222,2008,Dfb - Snow fully humid warm summer,,Mixed Forests,
4003,AT-StA,Austria,Europe,Inactive,47.12528,11.28944,2003,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4004,AT-StM,Austria,Europe,Inactive,47.12889,11.30583,2002,Dfc - Snow fully humid cool summer,,Mixed Forests,
4005,AT-StP,Austria,Europe,Inactive,47.13694,11.30361,2006,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4006,BE-Dor,Belgium,Europe,Active,50.311708,4.968306,2010,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4007,BE-Lcr,Belgium,Europe,Active,51.1,3.85,2010,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4008,CA-Da1,Canada,North America,Active,64.8689,-111.5748,2004,Dfc - Snow fully humid cool summer,,Open Shrublands,
4009,CA-Da2,Canada,North America,Active,64.8648,-111.5748,2006,Dfc - Snow fully humid cool summer,,Open Shrublands,
4011,CH-Dsc,Switzerland,Europe,Inactive,46.7896991,9.864438203,,ET - Polar tundra,,Mixed Forests,
4013,DE-Akm,Germany,Europe,Inactive,53.86616667,13.68341667,2009,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4014,DE-Hmm,Germany,Europe,Inactive,53.739807,9.848723,2011,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4016,DE-Me2,Germany,Europe,Inactive,51.275366,10.65555,2004,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4017,DE-Seh,Germany,Europe,Inactive,50.8706233,6.44965306,2007,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4018,DE-Sng,Germany,Europe,Inactive,51.75813,9.59333,2012,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4019,DE-Spw,Germany,Europe,Inactive,51.89225,14.03369,2010,Cfb - Warm temperate fully humid with warm summer,,Mixed Forests,
4020,DE-Zrk,Germany,Europe,Active,53.875943,12.88901,2005,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4021,DK-Eng,Denmark,Europe,Inactive,55.69052778,12.19175,2005,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4022,DK-MkA,Denmark,Europe,Inactive,56.38131,10.39461,2012,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4023,DK-MkG,Denmark,Europe,Inactive,56.38178,10.40312,2012,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4024,DK-MkR,Denmark,Europe,Inactive,56.38179,10.4006,2012,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4025,DK-SkA,Denmark,Europe,Inactive,55.93777,8.44656,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4026,DK-SkG,Denmark,Europe,Inactive,55.94116,8.447355,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4027,DK-SVA,Denmark,Europe,Inactive,57.23313,9.84435,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4028,DK-SVG,Denmark,Europe,Inactive,57.22988,9.83291,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4029,DK-SVR,Denmark,Europe,Inactive,57.23312,9.84462,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4030,EE-Aar,Estonia,Asia,Inactive,58.31305,26.74388,2012,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4031,EE-Hi1,Estonia,Asia,Inactive,59.3505,27.1008,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4216,MN-Khr,Mongolia,Asia,Active,47.213972,108.737333,2003,BSk - Arid Steppe cold,,Grasslands,
4032,EE-Hi2,Estonia,Asia,Inactive,59.3519,27.1016,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4033,EE-Jvs,Estonia,Asia,Inactive,58.274211,27.309952,2008,Dfb - Snow fully humid warm summer,,Mixed Forests,
4034,EE-Ka1,Estonia,Asia,Inactive,59.1411,27.6531,2012,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4035,EE-Ka2,Estonia,Asia,Inactive,59.1459,27.6636,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4036,EE-Ka3,Estonia,Asia,Inactive,59.1417,27.6778,2012,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4037,EE-Ku1,Estonia,Asia,Inactive,58.4736,25.2125,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4038,EE-Ku2,Estonia,Asia,Inactive,58.4744,25.2008,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4039,EE-Lv1,Estonia,Asia,Inactive,58.5727,24.3819,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4040,EE-Lv2,Estonia,Asia,Inactive,58.5719,24.3908,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4041,EE-Lv3,Estonia,Asia,Inactive,58.573,24.3858,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4042,EE-Mam,Estonia,Asia,Inactive,58.5791,24.4266,2012,Dfb - Snow fully humid warm summer,,Woody Savannas,
4043,EE-Pdv,Estonia,Asia,Inactive,59.0866,26.3744,2012,Dfb - Snow fully humid warm summer,,Croplands,
4044,EE-Ph1,Estonia,Asia,Inactive,59.2658,27.6316,2012,Dfb - Snow fully humid warm summer,,Closed Shrublands,
4045,EE-Ph2,Estonia,Asia,Inactive,59.2659,27.6314,2012,Dfb - Snow fully humid warm summer,,Closed Shrublands,
4046,EE-Rok,Estonia,Asia,Inactive,58.245336,27.299731,2012,Dfb - Snow fully humid warm summer,,Mixed Forests,
4047,EE-San,Estonia,Asia,Inactive,58.32704,26.21819,2012,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4048,EE-Vg1,Estonia,Asia,Inactive,58.43507,25.23629,2012,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4049,EE-Vg2,Estonia,Asia,Inactive,58.43662,25.23675,2012,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4050,ES-AP1,Spain,Europe,Active,39.680985,-1.842411111,2010,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4051,ES-AP2,Spain,Europe,Active,39.67726984,-1.84830946,2011,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4052,ES-CMb,Spain,Europe,Active,40.25830581,-1.968060873,2011,Csb - Warm temperate with dry," warm summer""""",,Woody Savannas
4053,ES-CMu,Spain,Europe,Active,40.25206923,-1.964783374,2011,Csb - Warm temperate with dry," warm summer""""",,Evergreen Needleleaf Forest
4054,ES-CPa,Spain,Europe,Inactive,39.22417,-0.90305,2009,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4055,ES-Cst,Spain,Europe,Active,42.305014,2.033568,2011,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4056,ES-EBn,Spain,Europe,Active,38.93706599,-2.64402303,2011,Csa - Warm temperate with dry," hot summer""""",,Closed Shrublands
4057,ES-LBr,Spain,Europe,Active,42.098889,1.661389,2011,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4058,ES-LgS,Spain,Europe,Inactive,37.097936,-2.965833,2007,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4059,ES-Ln1,Spain,Europe,Inactive,36.972098,-3.473851,2008,Csa - Warm temperate with dry," hot summer""""",,Closed Shrublands
4060,ES-Ln2,Spain,Europe,Inactive,36.969502,-3.475819,2009,Csa - Warm temperate with dry," hot summer""""",,Closed Shrublands
4061,ES-Pdu,Spain,Europe,Inactive,37.016975,-3.609228,2011,Csa - Warm temperate with dry," hot summer""""",,Croplands
4062,ES-PRt,Spain,Europe,Active,42.063333,1.513333,2010,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4063,ES-QdM,Spain,Europe,Inactive,39.42690514,-4.117171204,2012,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4064,ES-Yst,Spain,Europe,Active,38.33893358,-2.350605236,2012,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4065,FI-Jo2,Finland,Europe,Inactive,60.89903,23.5128,1999,Dfc - Snow fully humid cool summer,,Croplands,
4066,FI-Jo3,Finland,Europe,Inactive,60.8988,23.5131,1999,Dfc - Snow fully humid cool summer,,Croplands,
4067,FI-Ken,Finland,Europe,Inactive,67.98723,24.24305,2012,Dfc - Snow fully humid cool summer,337m,Woody Savannas,
4068,FI-Kns,Finland,Europe,Inactive,60.64683333,24.356167,2004,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4069,FI-Let,Finland,Europe,Inactive,60.641833,23.9597,2009,Dfb - Snow fully humid warm summer,,Evergreen Needleleaf Forest,
4070,FI-Lom,Finland,Europe,Inactive,67.9972,24.20918333,2005,Dfc - Snow fully humid cool summer,,Woody Savannas,
4071,FI-Skj,Finland,Europe,Inactive,64.7807,24.6515,2002,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4072,FI-Ves,Finland,Europe,Inactive,61.3716,25.1055,2001,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4073,FR-EM1,France,Europe,Inactive,49.8721083,3.02065,2008,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4074,FR-FBn,France,Europe,Inactive,43.24083333,5.679166667,2007,Csa - Warm temperate with dry," hot summer""""",,Evergreen Needleleaf Forest
4075,FR-Fgs,France,Europe,Inactive,48.38,-1.18,2008,Cfb - Warm temperate fully humid with warm summer,,Deciduous Broadleaf Forest,
4076,FR-Mau,France,Europe,Inactive,43.38527778,1.292222222,2005,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4077,GR-Vcs,Greece,Europe,Active,40.889737,24.84893,2013,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4078,HU-Spr,Hungary,Europe,Inactive,47.6558725,16.4544737,2010,Cfb - Warm temperate fully humid with warm summer,,Mixed Forests,
4079,IE-Ca1,Ireland,Europe,Inactive,52.85879167,-6.918136111,2004,Cfb - Warm temperate fully humid with warm summer,,Croplands,
